,PrimaryKey,Species,ScientificName,percent
203833,17120712004655932017-09-01,LATR2,Larrea tridentata,7.666666667
203834,1801050806219792017-09-01,LATR2,Larrea tridentata,10.33333333
203836,18010509144649772017-09-01,LATR2,Larrea tridentata,0.6666666667
203837,18010509452916612017-09-01,LATR2,Larrea tridentata,3.333333333
203838,18010514141989402017-09-01,LATR2,Larrea tridentata,1
203841,17100814085527592017-09-01,LATR2,Larrea tridentata,1.666666667
203842,17082410382822082017-09-01,LATR2,Larrea tridentata,1.333333333
203843,17080914104578892017-09-01,LATR2,Larrea tridentata,8
203844,17083111250868632017-09-01,LATR2,Larrea tridentata,12.66666667
203845,17081415013076192017-09-01,LATR2,Larrea tridentata,17
203846,17082109172042017-09-01,LATR2,Larrea tridentata,28.33333333
203849,17100810032860442017-09-01,LATR2,Larrea tridentata,10
203850,17092211440696192017-09-01,LATR2,Larrea tridentata,16
203851,17091216050237682017-09-01,LATR2,Larrea tridentata,5
203853,17082210074895312017-09-01,LATR2,Larrea tridentata,7.333333333
203856,17100808351239492017-09-01,LATR2,Larrea tridentata,13.66666667
203857,17102307510133062017-09-01,LATR2,Larrea tridentata,10.33333333
203858,17100213273148712017-09-01,LATR2,Larrea tridentata,4
203859,17100209392270302017-09-01,LATR2,Larrea tridentata,9.333333333
203864,18010208375744432017-09-01,LATR2,Larrea tridentata,3
203865,17091809452819232017-09-01,LATR2,Larrea tridentata,9.666666667
203870,17082810325080612017-09-01,LATR2,Larrea tridentata,3.333333333
203872,1711131552179952017-09-01,LATR2,Larrea tridentata,6
203875,17091807354794372017-09-01,LATR2,Larrea tridentata,8.333333333
203877,1709181125586022017-09-01,LATR2,Larrea tridentata,0.6666666667
203878,17102118540241582017-09-01,LATR2,Larrea tridentata,0.6666666667
203881,17111313043229692017-09-01,LATR2,Larrea tridentata,0.3333333333
203884,1708030847324132017-09-01,LATR2,Larrea tridentata,4
203885,17082211113693142017-09-01,LATR2,Larrea tridentata,8.333333333
203886,17082409330352362017-09-01,LATR2,Larrea tridentata,18
203892,17081009553679232017-09-01,LATR2,Larrea tridentata,12.33333333
203893,17081511030918752017-09-01,LATR2,Larrea tridentata,1.666666667
203895,17080910262395282017-09-01,LATR2,Larrea tridentata,9
203896,17080811053859472017-09-01,LATR2,Larrea tridentata,12
204152,20163553200517B1,LATR2,Larrea tridentata,0.9803921569
204166,20163551201503B1,LATR2,Larrea tridentata,5.882352941
204168,20163551201601B1,LATR2,Larrea tridentata,0.9803921569
204169,20163551201612B1,LATR2,Larrea tridentata,12.74509804
204177,20163553202015B1,LATR2,Larrea tridentata,17.64705882
204194,20163553200517B2,LATR2,Larrea tridentata,0.9803921569
204211,20163551201503B2,LATR2,Larrea tridentata,9.803921569
204214,20163551201612B2,LATR2,Larrea tridentata,6.862745098
204254,20153551201508B1,LATR2,Larrea tridentata,16.66666667
204255,20153551201613B1,LATR2,Larrea tridentata,3.921568627
204286,20153551201506B2,LATR2,Larrea tridentata,1.960784314
204287,20153551201508B2,LATR2,Larrea tridentata,22.54901961
204288,20153551201613B2,LATR2,Larrea tridentata,12.74509804
204289,20153551201619B2,LATR2,Larrea tridentata,2.941176471
204311,20143517200202B1,LATR2,Larrea tridentata,4.901960784
204313,20143529200319B1,LATR2,Larrea tridentata,7.843137255
204317,20143553200514B1,LATR2,Larrea tridentata,3.921568627
204327,20143535201101B1,LATR2,Larrea tridentata,1.960784314
204328,20143523201219B1,LATR2,Larrea tridentata,8.823529412
204331,20143513201407B1,LATR2,Larrea tridentata,2.941176471
204332,20143513201504B1,LATR2,Larrea tridentata,9.803921569
204349,20143529200319B2,LATR2,Larrea tridentata,9.803921569
204353,20143553200514B2,LATR2,Larrea tridentata,2.941176471
204363,20143523201219B2,LATR2,Larrea tridentata,7.843137255
204365,20143513201316B2,LATR2,Larrea tridentata,13.7254902
204366,20143513201407B2,LATR2,Larrea tridentata,12.74509804
204367,20143513201504B2,LATR2,Larrea tridentata,12.74509804
204381,20143535201101B3,LATR2,Larrea tridentata,0.9803921569
204388,20123551091201R1,LATR2,Larrea tridentata,5.882352941
204420,2011355061301P1,LATR2,Larrea tridentata,0.9803921569
204438,20113553071001O2,LATR2,Larrea tridentata,1.960784314
204472,20123513040601O1,LATR2,Larrea tridentata,12.74509804
204478,20123513110101O2,LATR2,Larrea tridentata,16.66666667
204483,20123513110301R1,LATR2,Larrea tridentata,0.9803921569
204484,20123513110301R2,LATR2,Larrea tridentata,12.74509804
204493,20123515010901O1,LATR2,Larrea tridentata,1.960784314
204500,20123529040301R1,LATR2,Larrea tridentata,8.823529412
204503,20123551040701O3,LATR2,Larrea tridentata,1.960784314
204504,20123513110101O3,LATR2,Larrea tridentata,21.56862745
204505,20123551040701O2,LATR2,Larrea tridentata,8.823529412
204508,20123551041001O1,LATR2,Larrea tridentata,5.882352941
204509,20123551041001O2,LATR2,Larrea tridentata,1.960784314
204518,20123535010801O2,LATR2,Larrea tridentata,5.882352941
204520,20123551091201R3,LATR2,Larrea tridentata,12.74509804
204521,2012355140703O2,LATR2,Larrea tridentata,4.901960784
204522,2012355140703O1,LATR2,Larrea tridentata,2.409638554
204527,20123535051101O1,LATR2,Larrea tridentata,23.52941176
204528,20123535051101O2,LATR2,Larrea tridentata,4.901960784
204680,16080308105523902016-09-01,MUPO2,Muhlenbergia porteri,1
204686,16081114554791692016-09-01,MUPO2,Muhlenbergia porteri,1
204690,16081609081889162016-09-01,MUPO2,Muhlenbergia porteri,1
204691,16081709161231012016-09-01,MUPO2,Muhlenbergia porteri,1.333333333
204692,16081712471161842016-09-01,MUPO2,Muhlenbergia porteri,1.666666667
204695,16082509252268562016-09-01,MUPO2,Muhlenbergia porteri,2
204696,16083116262962852016-09-01,MUPO2,Muhlenbergia porteri,0.3333333333
204697,16083116280973132016-09-01,MUPO2,Muhlenbergia porteri,6.666666667
204699,16090715080974402016-09-01,MUPO2,Muhlenbergia porteri,4.333333333
204702,16091514123243082016-09-01,MUPO2,Muhlenbergia porteri,0.6666666667
204703,16091515362664052016-09-01,MUPO2,Muhlenbergia porteri,6.666666667
204705,16092913305366702016-09-01,MUPO2,Muhlenbergia porteri,7.333333333
204706,16092914272089492016-09-01,MUPO2,Muhlenbergia porteri,1.333333333
204707,16100313165889972016-09-01,MUPO2,Muhlenbergia porteri,1
204712,16100612215065372016-09-01,MUPO2,Muhlenbergia porteri,4
204713,16101110223237672016-09-01,MUPO2,Muhlenbergia porteri,9.333333333
204716,16103116133681472016-09-01,MUPO2,Muhlenbergia porteri,13.66666667
204717,16110308174761592016-09-01,MUPO2,Muhlenbergia porteri,3.333333333
204722,16101810083750302016-09-01,MUPO2,Muhlenbergia porteri,1
204725,1611141556434902016-09-01,MUPO2,Muhlenbergia porteri,3.333333333
204726,1611231027411542016-09-01,MUPO2,Muhlenbergia porteri,5.666666667
204731,16120114151030462016-09-01,MUPO2,Muhlenbergia porteri,0.6666666667
204737,16101209373242852016-09-01,MUPO2,Muhlenbergia porteri,1.666666667
204738,16101214200883052016-09-01,MUPO2,Muhlenbergia porteri,8.666666667
204742,16101316253652552016-09-01,MUPO2,Muhlenbergia porteri,3.333333333
204746,16112312420512502016-09-01,MUPO2,Muhlenbergia porteri,18.66666667
204747,16101909591228152016-09-01,MUPO2,Muhlenbergia porteri,3.666666667
204748,16101914152397652016-09-01,MUPO2,Muhlenbergia porteri,6.333333333
204749,16102710331232972016-09-01,MUPO2,Muhlenbergia porteri,9.333333333
204814,18010308093494312017-09-01,MUPO2,Muhlenbergia porteri,7.666666667
204815,18010407164069142017-09-01,MUPO2,Muhlenbergia porteri,21.66666667
204816,1801041148192262017-09-01,MUPO2,Muhlenbergia porteri,6
204821,17102310064053812017-09-01,MUPO2,Muhlenbergia porteri,0.3333333333
204823,17102311070931422017-09-01,MUPO2,Muhlenbergia porteri,0.6666666667
204830,17112715381165862017-09-01,MUPO2,Muhlenbergia porteri,1
204833,17110814241992362017-09-01,MUPO2,Muhlenbergia porteri,18.33333333
204834,17110813561551782017-09-01,MUPO2,Muhlenbergia porteri,5.333333333
204835,17113016121217952017-09-01,MUPO2,Muhlenbergia porteri,2.666666667
204839,17120616422840332017-09-01,MUPO2,Muhlenbergia porteri,0.3333333333
204840,17120708540421792017-09-01,MUPO2,Muhlenbergia porteri,4
204841,17120614042441072017-09-01,MUPO2,Muhlenbergia porteri,6.666666667
204843,17120712441691032017-09-01,MUPO2,Muhlenbergia porteri,6
204844,17121914572277772017-09-01,MUPO2,Muhlenbergia porteri,12.33333333
204845,17121914180733002017-09-01,MUPO2,Muhlenbergia porteri,2.666666667
204846,17121913294110702017-09-01,MUPO2,Muhlenbergia porteri,9.666666667
204850,17121909052419942017-09-01,MUPO2,Muhlenbergia porteri,8.666666667
204852,17120714123799902017-09-01,MUPO2,Muhlenbergia porteri,3
204857,17120319172360002017-09-01,MUPO2,Muhlenbergia porteri,0.3333333333
204859,18010507422233302017-09-01,MUPO2,Muhlenbergia porteri,1.333333333
204860,1801050800368442017-09-01,MUPO2,Muhlenbergia porteri,1
204861,18010510564676862017-09-01,MUPO2,Muhlenbergia porteri,28.66666667
204863,18010511345121322017-09-01,MUPO2,Muhlenbergia porteri,0.3333333333
204865,17121912332668922017-09-01,MUPO2,Muhlenbergia porteri,3.666666667
204866,17120712004655932017-09-01,MUPO2,Muhlenbergia porteri,2.333333333
204867,1801050806219792017-09-01,MUPO2,Muhlenbergia porteri,5.666666667
204868,18010508303074152017-09-01,MUPO2,Muhlenbergia porteri,11.66666667
204869,18010509144649772017-09-01,MUPO2,Muhlenbergia porteri,3
204872,18010514592237542017-09-01,MUPO2,Muhlenbergia porteri,1
204874,17100814085527592017-09-01,MUPO2,Muhlenbergia porteri,5.666666667
204877,17083111250868632017-09-01,MUPO2,Muhlenbergia porteri,13.66666667
204878,17081415013076192017-09-01,MUPO2,Muhlenbergia porteri,20.33333333
204881,17083113053717282017-09-01,MUPO2,Muhlenbergia porteri,1
204884,17091216050237682017-09-01,MUPO2,Muhlenbergia porteri,2
204886,17082210074895312017-09-01,MUPO2,Muhlenbergia porteri,5.666666667
204890,17102307510133062017-09-01,MUPO2,Muhlenbergia porteri,3
204891,17100213273148712017-09-01,MUPO2,Muhlenbergia porteri,1.333333333
204892,17100209392270302017-09-01,MUPO2,Muhlenbergia porteri,4
204897,18010208375744432017-09-01,MUPO2,Muhlenbergia porteri,1.333333333
204902,17091814575453992017-09-01,MUPO2,Muhlenbergia porteri,18.33333333
204903,17082810325080612017-09-01,MUPO2,Muhlenbergia porteri,9
204905,1711131552179952017-09-01,MUPO2,Muhlenbergia porteri,0.6666666667
204917,1708030847324132017-09-01,MUPO2,Muhlenbergia porteri,0.6666666667
204918,17082211113693142017-09-01,MUPO2,Muhlenbergia porteri,2
204921,1708101559494342017-09-01,MUPO2,Muhlenbergia porteri,0.6666666667
204924,17080816441181412017-09-01,MUPO2,Muhlenbergia porteri,1.666666667
204925,17081009553679232017-09-01,MUPO2,Muhlenbergia porteri,2.333333333
204926,17081511030918752017-09-01,MUPO2,Muhlenbergia porteri,1.666666667
204928,17080910262395282017-09-01,MUPO2,Muhlenbergia porteri,1.666666667
204929,17080811053859472017-09-01,MUPO2,Muhlenbergia porteri,1
205179,20163525200104B1,MUPO2,Muhlenbergia porteri,3.921568627
205181,20163529200302B1,MUPO2,Muhlenbergia porteri,11.76470588
205182,20163529200311B1,MUPO2,Muhlenbergia porteri,0.9803921569
205183,20163515200407B1,MUPO2,Muhlenbergia porteri,5.319148936
205185,20163553200517B1,MUPO2,Muhlenbergia porteri,0.9803921569
205192,20163535201108B1,MUPO2,Muhlenbergia porteri,7.843137255
205193,20163523201218B1,MUPO2,Muhlenbergia porteri,1.960784314
205199,20163551201503B1,MUPO2,Muhlenbergia porteri,0.9803921569
205201,20163551201601B1,MUPO2,Muhlenbergia porteri,6.862745098
205206,2016355201813B1,MUPO2,Muhlenbergia porteri,11.76470588
205210,20163553202015B1,MUPO2,Muhlenbergia porteri,0.9803921569
205219,20163525200104B2,MUPO2,Muhlenbergia porteri,0.9803921569
205221,20163523200205B2,MUPO2,Muhlenbergia porteri,0.9803921569
205223,20163529200302B2,MUPO2,Muhlenbergia porteri,5.882352941
205225,20163515200407B2,MUPO2,Muhlenbergia porteri,2.941176471
205227,20163553200517B2,MUPO2,Muhlenbergia porteri,1.960784314
205236,20163535201108B2,MUPO2,Muhlenbergia porteri,1.960784314
205237,20163523201218B2,MUPO2,Muhlenbergia porteri,0.9803921569
205239,20163517201220B2,MUPO2,Muhlenbergia porteri,0.9803921569
205246,20163551201601B2,MUPO2,Muhlenbergia porteri,5.882352941
205247,20163551201612B2,MUPO2,Muhlenbergia porteri,6.862745098
205274,20153553200507B1,MUPO2,Muhlenbergia porteri,0.9803921569
205281,20153535201001B1,MUPO2,Muhlenbergia porteri,3.921568627
205283,20153535201115B1,MUPO2,Muhlenbergia porteri,7.843137255
205289,20153551201619B1,MUPO2,Muhlenbergia porteri,1.960784314
205294,20153553202018B1,MUPO2,Muhlenbergia porteri,1.960784314
205295,20153553202019B1,MUPO2,Muhlenbergia porteri,6.862745098
205304,20153517200306B2,MUPO2,Muhlenbergia porteri,3.921568627
205305,20153529200315B2,MUPO2,Muhlenbergia porteri,4.901960784
205308,20153553200507B2,MUPO2,Muhlenbergia porteri,3.921568627
205311,20153535200717B2,MUPO2,Muhlenbergia porteri,0.9803921569
205320,20153551201508B2,MUPO2,Muhlenbergia porteri,1.960784314
205321,20153551201613B2,MUPO2,Muhlenbergia porteri,2.941176471
205322,20153551201619B2,MUPO2,Muhlenbergia porteri,0.9803921569
205323,20153515201720B2,MUPO2,Muhlenbergia porteri,2.941176471
205324,20153525201718B2,MUPO2,Muhlenbergia porteri,5.882352941
205329,20153553202018B2,MUPO2,Muhlenbergia porteri,3.921568627
205344,20143517200202B1,MUPO2,Muhlenbergia porteri,0.9803921569
205367,20143551201605B1,MUPO2,Muhlenbergia porteri,0.9803921569
205370,2014355201807B1,MUPO2,Muhlenbergia porteri,11.76470588
205383,20143515200411B2,MUPO2,Muhlenbergia porteri,0.9803921569
205395,20143535201009B2,MUPO2,Muhlenbergia porteri,0.9803921569
205400,20143513201504B2,MUPO2,Muhlenbergia porteri,3.921568627
205402,20143551201605B2,MUPO2,Muhlenbergia porteri,0.9803921569
205405,2014355201807B2,MUPO2,Muhlenbergia porteri,3.921568627
205419,20113513030101O1,MUPO2,Muhlenbergia porteri,0.9803921569
205445,20113529010101O2,MUPO2,Muhlenbergia porteri,13.7254902
205451,20113525010301O1,MUPO2,Muhlenbergia porteri,10.78431373
205452,20113525010301O2,MUPO2,Muhlenbergia porteri,14.70588235
205453,2011355061301P1,MUPO2,Muhlenbergia porteri,11.76470588
205454,2011355061301P2,MUPO2,Muhlenbergia porteri,2.941176471
205456,20113523080501O2,MUPO2,Muhlenbergia porteri,8.823529412
205457,20113529100601O2,MUPO2,Muhlenbergia porteri,6.862745098
205460,2011355010501P2,MUPO2,Muhlenbergia porteri,1.960784314
205463,20113515100801O1,MUPO2,Muhlenbergia porteri,1.960784314
205464,20113515100801O2,MUPO2,Muhlenbergia porteri,2.941176471
205465,20113535031303O1,MUPO2,Muhlenbergia porteri,5.882352941
205466,20113535031303O2,MUPO2,Muhlenbergia porteri,7.843137255
205467,20113551061201O1,MUPO2,Muhlenbergia porteri,0.9803921569
205468,20113551061201O2,MUPO2,Muhlenbergia porteri,0.9803921569
205469,20113551041101R2,MUPO2,Muhlenbergia porteri,3.921568627
205470,20113529070201O3,MUPO2,Muhlenbergia porteri,8.823529412
205472,20113513070701O1,MUPO2,Muhlenbergia porteri,13.7254902
205482,20113551041101R1,MUPO2,Muhlenbergia porteri,5.882352941
205485,20113545071401G2,MUPO2,Muhlenbergia porteri,18.62745098
205488,20113515060701O1,MUPO2,Muhlenbergia porteri,10.78431373
205489,20113525040101O1,MUPO2,Muhlenbergia porteri,7.52688172
205490,20113513050301R1,MUPO2,Muhlenbergia porteri,4.901960784
205501,20123527040401O1,MUPO2,Muhlenbergia porteri,2.941176471
205502,20123527040401O2,MUPO2,Muhlenbergia porteri,0.9803921569
205514,20123529030302O1,MUPO2,Muhlenbergia porteri,0.9803921569
205516,20123513110301R1,MUPO2,Muhlenbergia porteri,21.56862745
205526,20123515010901O1,MUPO2,Muhlenbergia porteri,3.921568627
205527,20123515010901O2,MUPO2,Muhlenbergia porteri,8.823529412
205533,20123529040301R1,MUPO2,Muhlenbergia porteri,3.921568627
205536,20123551040701O3,MUPO2,Muhlenbergia porteri,21.56862745
205538,20123551040701O2,MUPO2,Muhlenbergia porteri,6.862745098
205541,20123551041001O1,MUPO2,Muhlenbergia porteri,4.901960784
205542,20123551041001O2,MUPO2,Muhlenbergia porteri,1.960784314
205553,20123551091201R3,MUPO2,Muhlenbergia porteri,0.9803921569
205559,2012355010501R3,MUPO2,Muhlenbergia porteri,0.9803921569
205560,20123535051101O1,MUPO2,Muhlenbergia porteri,6.862745098
205563,20123535070401O2,MUPO2,Muhlenbergia porteri,2.941176471
205713,16080308105523902016-09-01,PRGL2,Prosopis glandulosa,3
205714,16080412354714602016-09-01,PRGL2,Prosopis glandulosa,12.33333333
205715,16080508464174862016-09-01,PRGL2,Prosopis glandulosa,18
205723,16081609081889162016-09-01,PRGL2,Prosopis glandulosa,10.33333333
205727,16082413194684612016-09-01,PRGL2,Prosopis glandulosa,0.3333333333
205728,16082509252268562016-09-01,PRGL2,Prosopis glandulosa,19.33333333
205731,1609071345385512016-09-01,PRGL2,Prosopis glandulosa,1
205733,16090814021780972016-09-01,PRGL2,Prosopis glandulosa,12.66666667
205735,16091514123243082016-09-01,PRGL2,Prosopis glandulosa,5.333333333
205736,16091515362664052016-09-01,PRGL2,Prosopis glandulosa,1
205737,16100310170018152016-09-01,PRGL2,Prosopis glandulosa,14
205738,16092913305366702016-09-01,PRGL2,Prosopis glandulosa,3
205742,16100415221576082016-09-01,PRGL2,Prosopis glandulosa,17
205743,16100510513021652016-09-01,PRGL2,Prosopis glandulosa,30.66666667
205744,16100515373142542016-09-01,PRGL2,Prosopis glandulosa,18
205745,16100612215065372016-09-01,PRGL2,Prosopis glandulosa,1.666666667
205746,16101110223237672016-09-01,PRGL2,Prosopis glandulosa,8
205747,16102716152679242016-09-01,PRGL2,Prosopis glandulosa,0.3333333333
205748,16102716461144672016-09-01,PRGL2,Prosopis glandulosa,3.333333333
205752,16120708322570042016-09-01,PRGL2,Prosopis glandulosa,3
205753,16120709191892382016-09-01,PRGL2,Prosopis glandulosa,1.666666667
205754,16101715173474852016-09-01,PRGL2,Prosopis glandulosa,11
205755,16101810083750302016-09-01,PRGL2,Prosopis glandulosa,1.333333333
205757,16110816162981262016-09-01,PRGL2,Prosopis glandulosa,10
205760,16112311152389002016-09-01,PRGL2,Prosopis glandulosa,9.333333333
205763,16111616411999302016-09-01,PRGL2,Prosopis glandulosa,2.666666667
205768,16111616433990922016-09-01,PRGL2,Prosopis glandulosa,5.333333333
205769,16112309202346402016-09-01,PRGL2,Prosopis glandulosa,2
205771,16101214200883052016-09-01,PRGL2,Prosopis glandulosa,1.666666667
205774,16101315290628462016-09-01,PRGL2,Prosopis glandulosa,11.66666667
205775,16101316253652552016-09-01,PRGL2,Prosopis glandulosa,5.333333333
205776,16101710150739482016-09-01,PRGL2,Prosopis glandulosa,0.3333333333
205779,16112312420512502016-09-01,PRGL2,Prosopis glandulosa,2.666666667
205780,16101909591228152016-09-01,PRGL2,Prosopis glandulosa,9.333333333
205781,16101914152397652016-09-01,PRGL2,Prosopis glandulosa,1.666666667
205784,16102714453525922016-09-01,PRGL2,Prosopis glandulosa,9
205848,18010407164069142017-09-01,PRGL2,Prosopis glandulosa,3
205851,17120109184541602017-09-01,PRGL2,Prosopis glandulosa,5.333333333
205852,17120113560428622017-09-01,PRGL2,Prosopis glandulosa,3
205853,17100809103967162017-09-01,PRGL2,Prosopis glandulosa,16.33333333
205854,17102310064053812017-09-01,PRGL2,Prosopis glandulosa,5.333333333
205855,17102310271841322017-09-01,PRGL2,Prosopis glandulosa,0.6666666667
205857,17102310451212652017-09-01,PRGL2,Prosopis glandulosa,4.666666667
205858,17102312015948222017-09-01,PRGL2,Prosopis glandulosa,2.333333333
205861,17111714051770062017-09-01,PRGL2,Prosopis glandulosa,10.66666667
205864,17110814514395292017-09-01,PRGL2,Prosopis glandulosa,6.666666667
205866,17110814241992362017-09-01,PRGL2,Prosopis glandulosa,0.3333333333
205870,17120713220934652017-09-01,PRGL2,Prosopis glandulosa,1.666666667
205875,17120707534774512017-09-01,PRGL2,Prosopis glandulosa,0.3333333333
205880,17110616112979972017-09-01,PRGL2,Prosopis glandulosa,16.33333333
205882,17112007395653062017-09-01,PRGL2,Prosopis glandulosa,0.3333333333
205883,17121909052419942017-09-01,PRGL2,Prosopis glandulosa,2.333333333
205885,17120714123799902017-09-01,PRGL2,Prosopis glandulosa,10
205886,17120408421048582017-09-01,PRGL2,Prosopis glandulosa,3
205887,17120410561463082017-09-01,PRGL2,Prosopis glandulosa,15
205888,17100816023552872017-09-01,PRGL2,Prosopis glandulosa,6
205889,17101616020163562017-09-01,PRGL2,Prosopis glandulosa,10.66666667
205892,18010507422233302017-09-01,PRGL2,Prosopis glandulosa,1
205893,1801050800368442017-09-01,PRGL2,Prosopis glandulosa,21
205895,17111816320841742017-09-01,PRGL2,Prosopis glandulosa,14
205896,18010511345121322017-09-01,PRGL2,Prosopis glandulosa,14.66666667
205897,18010514045283942017-09-01,PRGL2,Prosopis glandulosa,1
205898,17121912332668922017-09-01,PRGL2,Prosopis glandulosa,6
205899,17120712004655932017-09-01,PRGL2,Prosopis glandulosa,1.666666667
205902,18010509144649772017-09-01,PRGL2,Prosopis glandulosa,3.333333333
205903,18010509452916612017-09-01,PRGL2,Prosopis glandulosa,12.66666667
205905,18010514592237542017-09-01,PRGL2,Prosopis glandulosa,9.333333333
205907,17100814085527592017-09-01,PRGL2,Prosopis glandulosa,11
205908,17082410382822082017-09-01,PRGL2,Prosopis glandulosa,6
205909,17080914104578892017-09-01,PRGL2,Prosopis glandulosa,14
205910,17083111250868632017-09-01,PRGL2,Prosopis glandulosa,2
205912,17082109172042017-09-01,PRGL2,Prosopis glandulosa,4
205914,17083113053717282017-09-01,PRGL2,Prosopis glandulosa,29.66666667
205917,17091216050237682017-09-01,PRGL2,Prosopis glandulosa,13.33333333
205924,17100213273148712017-09-01,PRGL2,Prosopis glandulosa,1.333333333
205936,17082810325080612017-09-01,PRGL2,Prosopis glandulosa,16.66666667
205937,17090514401695752017-09-01,PRGL2,Prosopis glandulosa,7
205941,17091807354794372017-09-01,PRGL2,Prosopis glandulosa,2.666666667
205948,1708210757216432017-09-01,PRGL2,Prosopis glandulosa,21
205949,17090813301867912017-09-01,PRGL2,Prosopis glandulosa,6.666666667
205952,17082409330352362017-09-01,PRGL2,Prosopis glandulosa,4
205953,17081715524538602017-09-01,PRGL2,Prosopis glandulosa,23.33333333
205954,1708101559494342017-09-01,PRGL2,Prosopis glandulosa,2.333333333
205955,17091114580161472017-09-01,PRGL2,Prosopis glandulosa,21
205956,17081409463175532017-09-01,PRGL2,Prosopis glandulosa,16.33333333
205957,17080816441181412017-09-01,PRGL2,Prosopis glandulosa,3.333333333
205959,17081511030918752017-09-01,PRGL2,Prosopis glandulosa,0.6666666667
205963,1708230801465162017-09-01,PRGL2,Prosopis glandulosa,4
206106,18081616201954572018-09-01,PRGL2,Prosopis glandulosa,7.333333333
206212,20163525200104B1,PRGL2,Prosopis glandulosa,14.70588235
206213,20163523200205B1,PRGL2,Prosopis glandulosa,0.9803921569
206214,20163529200302B1,PRGL2,Prosopis glandulosa,1.960784314
206215,20163529200311B1,PRGL2,Prosopis glandulosa,2.941176471
206216,20163515200407B1,PRGL2,Prosopis glandulosa,11.70212766
206217,2016355200410B1,PRGL2,Prosopis glandulosa,6.862745098
206227,20163517201220B1,PRGL2,Prosopis glandulosa,1.960784314
206228,20163513201317B1,PRGL2,Prosopis glandulosa,17.64705882
206229,20163513201320B1,PRGL2,Prosopis glandulosa,11.76470588
206231,20163529201413B1,PRGL2,Prosopis glandulosa,5.882352941
206232,20163551201503B1,PRGL2,Prosopis glandulosa,1.960784314
206234,20163551201601B1,PRGL2,Prosopis glandulosa,6.862745098
206236,20163525201706B1,PRGL2,Prosopis glandulosa,8.823529412
206237,20163515201719B1,PRGL2,Prosopis glandulosa,3.921568627
206239,2016355201813B1,PRGL2,Prosopis glandulosa,2.941176471
206252,20163525200104B2,PRGL2,Prosopis glandulosa,1.960784314
206256,20163529200302B2,PRGL2,Prosopis glandulosa,0.9803921569
206257,20163529200311B2,PRGL2,Prosopis glandulosa,3.921568627
206258,20163515200407B2,PRGL2,Prosopis glandulosa,5.882352941
206272,20163517201220B2,PRGL2,Prosopis glandulosa,3.921568627
206273,20163513201317B2,PRGL2,Prosopis glandulosa,23.52941176
206274,20163513201320B2,PRGL2,Prosopis glandulosa,8.823529412
206276,20163529201413B2,PRGL2,Prosopis glandulosa,3.921568627
206279,20163551201601B2,PRGL2,Prosopis glandulosa,16.66666667
206282,20163515201719B2,PRGL2,Prosopis glandulosa,22.54901961
206305,20153523200218B1,PRGL2,Prosopis glandulosa,4.901960784
206306,2015355200403B1,PRGL2,Prosopis glandulosa,3.921568627
206310,20153535200717B1,PRGL2,Prosopis glandulosa,3.921568627
206317,20153513201411B1,PRGL2,Prosopis glandulosa,8.823529412
206318,20153551201506B1,PRGL2,Prosopis glandulosa,0.9803921569
206320,20153551201508B1,PRGL2,Prosopis glandulosa,0.9803921569
206322,20153551201619B1,PRGL2,Prosopis glandulosa,4.901960784
206336,20153523200218B2,PRGL2,Prosopis glandulosa,5.882352941
206340,2015355200403B2,PRGL2,Prosopis glandulosa,6.862745098
206344,20153535200717B2,PRGL2,Prosopis glandulosa,6.862745098
206351,20153513201411B2,PRGL2,Prosopis glandulosa,20.58823529
206353,20153551201508B2,PRGL2,Prosopis glandulosa,5.882352941
206355,20153551201619B2,PRGL2,Prosopis glandulosa,1.960784314
206356,20153515201720B2,PRGL2,Prosopis glandulosa,14.70588235
206357,20153525201718B2,PRGL2,Prosopis glandulosa,13.7254902
206383,20143553200514B1,PRGL2,Prosopis glandulosa,0.9803921569
206401,20143515201703B1,PRGL2,Prosopis glandulosa,11.76470588
206402,20143525201708B1,PRGL2,Prosopis glandulosa,6.862745098
206434,20143551201515B2,PRGL2,Prosopis glandulosa,5.882352941
206437,20143525201708B2,PRGL2,Prosopis glandulosa,1.960784314
206452,20113513030101O1,PRGL2,Prosopis glandulosa,2.941176471
206453,20113513030101O2,PRGL2,Prosopis glandulosa,2.941176471
206460,20113513090502P1,PRGL2,Prosopis glandulosa,0.9803921569
206466,20123515110501R2,PRGL2,Prosopis glandulosa,0.9803921569
206473,20113529030501R3,PRGL2,Prosopis glandulosa,14.70588235
206474,20113513050201O1,PRGL2,Prosopis glandulosa,0.9803921569
206475,20113513050201O2,PRGL2,Prosopis glandulosa,2.941176471
206476,20113529010901O2,PRGL2,Prosopis glandulosa,3.921568627
206477,20113529010901O3,PRGL2,Prosopis glandulosa,4.819277108
206489,20113523080501O2,PRGL2,Prosopis glandulosa,4.901960784
206490,20113529100601O2,PRGL2,Prosopis glandulosa,14.70588235
206491,20113529100601O1,PRGL2,Prosopis glandulosa,8.43373494
206493,2011355010501P2,PRGL2,Prosopis glandulosa,0.9803921569
206497,20113515100801O2,PRGL2,Prosopis glandulosa,5.882352941
206502,20113551041101R2,PRGL2,Prosopis glandulosa,10.78431373
206503,20113529070201O3,PRGL2,Prosopis glandulosa,36.2745098
206512,20113513040801R1,PRGL2,Prosopis glandulosa,12.74509804
206513,20113513040801R2,PRGL2,Prosopis glandulosa,5.882352941
